,age,workclass,fnlwgt,education,education_num,marital_status,occupation,relationship,race,sex,capital_gain,capital_loss,hours_per_week,native_country,label
29076,19,4,198320,11,9,4,8,1,4,0,0.0,0.0,45,39, <=50K
29077,33,4,709798,9,13,2,10,0,4,1,0.0,0.0,60,39, >50K
29078,60,4,372838,11,9,2,3,0,4,1,0.0,0.0,40,39, <=50K
29079,39,4,160402,15,10,0,4,1,4,1,0.0,0.0,38,39, <=50K
29080,45,4,98475,9,13,0,4,1,4,1,0.0,0.0,45,39, <=50K
29081,37,2,97136,15,10,3,1,4,2,0,0.0,0.0,40,39, <=50K
29082,29,4,136985,7,12,4,13,3,4,1,0.0,0.0,40,39, <=50K
29083,53,4,187356,15,10,2,3,0,4,1,0.0,0.0,66,39, <=50K
29084,46,7,107231,15,10,2,4,0,4,1,0.0,0.39944903581267216,40,39, <=50K
29085,20,4,305874,15,10,4,14,3,4,1,0.0,0.0,40,39, <=50K
29086,39,4,290922,12,14,4,10,3,4,0,0.0,0.0,40,39, <=50K
29087,48,4,248254,15,10,2,10,5,4,0,0.07298072980729807,0.0,40,39, >50K
29088,38,4,160808,11,9,2,3,0,2,1,0.04386043860438604,0.0,48,39, <=50K
29089,36,4,247321,11,9,2,3,0,4,1,0.0,0.0,45,39, <=50K
29090,53,4,247651,5,4,0,7,4,2,0,0.0,0.0,56,39, <=50K
29091,29,4,214702,11,9,4,3,1,4,1,0.0,0.45316804407713496,35,39, <=50K
29092,64,4,75577,5,4,2,1,0,4,1,0.025800258002580026,0.0,50,39, <=50K
29093,34,4,561334,15,10,2,4,0,4,1,0.0,0.0,50,39, >50K
29095,41,2,401134,9,13,0,10,4,4,0,0.0,0.0,40,39, <=50K
29096,34,4,258170,11,9,0,4,4,4,0,0.0,0.0,38,39, <=50K
29099,22,4,300871,15,10,2,13,0,4,1,0.0,0.0,40,39, <=50K
29100,43,4,136721,2,8,2,3,0,4,1,0.0,0.0,40,39, <=50K
29102,36,4,109133,15,10,4,4,1,4,1,0.0,0.0,40,39, <=50K
29103,47,4,186534,11,9,2,12,0,4,1,0.0,0.0,55,39, >50K
29105,33,4,241885,15,10,5,7,1,4,1,0.0,0.0,40,39, <=50K
29106,27,4,97165,15,10,4,7,2,4,0,0.0,0.0,40,39, <=50K
29107,33,4,212918,15,10,4,13,1,4,1,0.0,0.0,70,39, <=50K
29108,24,4,211585,11,9,2,14,3,4,0,0.0,0.0,40,39, <=50K
29109,47,2,178309,15,10,0,10,1,4,0,0.0,0.0,40,39, <=50K
29110,48,5,481987,0,6,2,4,0,4,1,0.0,0.0,40,39, <=50K
29111,28,4,215211,11,9,2,12,0,4,1,0.0,0.0,50,39, <=50K
29112,33,2,194901,9,13,2,10,0,4,1,0.0,0.0,40,39, >50K
29113,44,4,340885,9,13,2,7,0,4,1,0.0,0.45385674931129477,40,39, >50K
29114,33,2,190290,8,11,4,11,1,4,1,0.0,0.0,56,39, <=50K
29115,26,4,188569,15,10,4,1,1,4,0,0.0,0.0,25,39, <=50K
29116,22,4,162282,8,11,4,4,3,4,1,0.0,0.0,40,39, <=50K
29117,34,4,287315,15,10,2,4,0,4,1,0.0,0.0,55,39, >50K
29118,31,5,304212,15,10,4,4,3,4,1,0.0,0.0,45,39, <=50K
29120,38,2,256864,8,11,2,4,0,4,1,0.0,0.0,40,39, <=50K
29121,51,6,46401,15,10,2,10,5,4,0,0.0,0.0,40,39, >50K
29122,36,4,37778,15,10,2,4,0,4,1,0.0,0.0,40,39, <=50K
29123,29,4,191722,15,10,2,11,0,4,1,0.07688076880768807,0.0,54,39, >50K
29124,64,6,103643,11,9,2,12,0,4,1,0.0,0.0,15,39, >50K
29125,24,4,143766,15,10,4,7,3,4,1,0.0,0.0,55,39, <=50K
29126,21,7,204425,15,10,4,4,3,4,0,0.0,0.0,20,39, <=50K
29127,28,4,156257,15,10,2,3,0,4,1,0.0,0.0,60,39, >50K
29129,41,5,112262,11,9,2,3,0,4,1,0.0,0.0,50,39, <=50K
29130,17,4,28031,6,5,4,8,3,4,1,0.0,0.0,16,39, <=50K
29131,58,4,320102,10,16,2,10,0,4,1,0.0,0.0,50,39, >50K
29132,50,6,334273,9,13,2,12,0,4,1,0.0,0.0,8,39, <=50K
29133,30,4,356015,1,7,3,6,1,0,1,0.0,0.0,40,26, <=50K
29134,47,4,278900,11,9,2,3,0,4,1,0.0,0.0,40,39, <=50K
29135,24,4,142528,15,10,4,12,3,4,1,0.0,0.0,20,39, <=50K
29136,50,1,343014,15,10,2,4,0,2,1,0.0,0.0,40,39, <=50K
29137,29,4,201017,12,14,4,10,1,4,1,0.0,0.0,55,34, <=50K
29138,31,6,81030,10,16,2,10,0,4,1,0.0,0.0,40,39, >50K
29139,40,6,34007,11,9,2,5,0,4,1,0.0,0.0,70,39, >50K
29140,31,4,29662,15,10,4,12,1,4,0,0.0,0.0,60,39, <=50K
29141,53,4,347446,6,5,2,7,0,2,1,0.0,0.0,40,39, <=50K
29142,33,4,90668,11,9,4,1,1,4,0,0.0,0.0,40,39, <=50K
29143,43,4,190403,9,13,2,8,0,4,1,0.0,0.0,40,39, <=50K
29144,56,4,109015,15,10,2,4,5,4,0,0.07688076880768807,0.0,50,39, >50K
29145,38,4,234807,9,13,2,4,5,4,0,0.0,0.0,50,39, >50K
29146,18,4,157131,1,7,4,12,3,4,0,0.0,0.0,30,39, <=50K
29147,50,4,94081,11,9,2,4,0,4,1,0.0,0.0,40,39, >50K
29148,78,4,135566,11,9,6,12,4,4,0,0.02329023290232902,0.0,12,39, <=50K
29149,27,4,103164,1,7,2,3,0,4,1,0.0,0.0,40,39, <=50K
29150,19,4,570002,15,10,4,12,3,4,0,0.0,0.0,25,39, <=50K
29151,24,7,215797,9,13,4,13,1,4,0,0.0,0.0,40,39, <=50K
29152,20,4,289405,15,10,4,12,3,4,1,0.0,0.3677685950413223,15,39, <=50K
29153,25,4,239461,12,14,4,10,3,4,1,0.0,0.0,35,39, <=50K
29154,34,4,101510,9,13,0,12,1,4,0,0.0,0.0,50,39, >50K
29155,30,5,443546,8,11,2,12,0,4,1,0.0,0.0,35,39, <=50K
29156,37,1,141029,12,14,0,10,1,4,0,0.0,0.0,40,39, <=50K
29157,38,4,207202,11,9,2,7,0,4,1,0.0,0.0,48,39, >50K
29158,67,8,137192,11,9,2,1,0,1,1,0.0,0.0,12,30, <=50K
29159,35,4,222989,11,9,2,14,0,4,1,0.0,0.0,30,39, <=50K
29160,75,6,36325,11,9,2,5,0,4,1,0.0,0.0,30,39, <=50K
29161,47,4,73394,15,10,2,4,5,4,0,0.0,0.0,50,39, <=50K
29162,23,4,249046,0,6,2,6,0,4,1,0.0,0.0,40,39, <=50K
29163,51,1,100653,11,9,0,1,1,4,0,0.0,0.0,8,39, <=50K
29164,42,2,1125613,11,9,0,8,1,2,1,0.0,0.0,40,39, <=50K
29165,32,4,101352,15,10,2,13,5,4,0,0.0,0.0,32,39, >50K
29166,54,4,340476,11,9,5,12,4,4,0,0.0,0.0,35,39, <=50K
29167,20,4,192711,15,10,4,6,3,4,0,0.0,0.0,40,39, <=50K
29168,39,4,273362,11,9,2,3,0,4,1,0.0,0.0,40,39, >50K
29169,41,4,100451,11,9,2,3,0,4,1,0.07688076880768807,0.0,38,39, >50K
29170,35,4,85399,11,9,4,7,1,4,0,0.0,0.0,40,39, <=50K
29171,45,2,168191,9,13,2,3,0,4,1,0.0,0.0,35,39, >50K
29172,27,4,153475,9,13,4,12,1,4,0,0.0,0.0,40,39, <=50K
29173,61,6,196773,5,4,2,12,0,4,1,0.0,0.0,30,39, >50K
29174,41,4,180138,11,9,4,12,1,4,1,0.0,0.0,50,39, <=50K
29175,22,4,48347,15,10,4,13,3,4,1,0.0,0.0,40,39, <=50K
29176,55,4,175071,15,10,2,3,0,2,1,0.15024150241502415,0.0,40,39, >50K
29178,25,4,181772,15,10,2,3,0,4,1,0.0,0.0,40,39, <=50K
29179,20,4,284317,15,10,4,8,3,4,0,0.0,0.0,35,39, <=50K
29180,20,4,237305,15,10,4,7,2,2,0,0.0,0.0,35,39, <=50K
29181,67,5,111321,9,13,2,4,0,4,1,0.0,0.0,16,39, <=50K
29182,44,4,278476,15,10,2,12,0,4,1,0.0,0.0,60,39, >50K
29183,42,4,39060,11,9,2,12,0,4,1,0.0,0.0,60,39, >50K
29184,29,2,205262,15,10,4,1,1,3,1,0.0,0.0,40,7, <=50K
29185,48,4,198000,15,10,4,3,4,4,0,0.0,0.0,38,39, >50K
29186,25,4,397962,11,9,4,1,2,2,0,0.0,0.0,40,39, <=50K
29187,31,4,178370,11,9,0,8,4,4,0,0.0,0.0,99,39, >50K
29188,48,4,121253,9,13,3,12,4,4,0,0.0,0.5674931129476584,70,39, >50K
29189,40,4,56072,12,14,0,10,1,4,1,0.0,0.0,20,39, <=50K
29190,26,4,176756,15,10,2,12,0,4,1,0.0,0.0,40,39, <=50K
29191,28,4,60374,11,9,2,8,3,4,0,0.0,0.0,35,39, <=50K
29192,52,4,165681,15,10,2,3,0,4,1,0.0,0.0,40,39, >50K
29193,41,6,287037,11,9,2,10,0,4,1,0.0,0.0,40,39, <=50K
29194,39,6,55568,9,13,2,5,5,4,0,0.0,0.0,50,39, <=50K
29195,48,4,155509,11,9,4,1,1,2,0,0.0,0.0,16,38, <=50K
29196,19,4,201178,11,9,4,12,1,4,0,0.0,0.0,30,39, <=50K
29197,27,4,37250,15,10,2,7,0,4,1,0.0,0.3790174471992654,40,39, <=50K
29198,59,4,314149,8,11,2,12,0,4,1,0.0,0.39944903581267216,50,39, <=50K
29199,19,4,264593,15,10,4,12,2,4,1,0.0,0.0,40,39, <=50K
29200,32,4,159589,11,9,4,6,3,4,1,0.0,0.0,50,39, <=50K
29201,39,4,454915,11,9,4,6,2,4,1,0.0,0.0,40,39, <=50K
29202,33,4,285131,11,9,2,3,0,4,1,0.0,0.0,40,39, <=50K
29203,38,4,150057,11,9,4,6,1,4,1,0.0,0.0,40,39, <=50K
29204,27,4,55390,15,10,4,5,3,4,1,0.0,0.0,45,39, <=50K
29205,23,4,314894,11,9,4,4,3,4,0,0.0,0.0,45,39, <=50K
29207,25,2,124483,9,13,4,1,1,1,1,0.0,0.0,20,19, <=50K
29208,37,5,97986,7,12,2,12,0,4,1,0.0,0.0,68,39, <=50K
29209,31,4,210562,11,9,2,14,0,4,1,0.0,0.0,65,39, <=50K
29210,24,4,233280,7,12,4,12,3,4,0,0.0,0.0,37,39, <=50K
29211,53,2,164300,9,13,0,1,4,4,0,0.0,0.0,38,6, <=50K
29213,25,4,263773,15,10,2,1,5,4,0,0.0,0.0,40,39, >50K
29214,59,4,96459,1,7,4,7,1,4,1,0.0,0.0,40,39, <=50K
29215,39,1,116608,11,9,0,1,4,4,0,0.0,0.0,40,39, <=50K
29216,28,4,180007,15,10,4,6,3,4,1,0.0,0.0,40,39, <=50K
29217,22,4,305466,11,9,4,6,1,4,1,0.0,0.0,40,39, <=50K
29218,20,4,238917,11,9,4,3,2,4,1,0.0,0.0,40,8, <=50K
29219,25,4,129784,15,10,4,8,3,4,0,0.0,0.0,40,39, <=50K
29220,27,4,367390,15,10,4,3,4,4,1,0.0,0.0,50,39, <=50K
29221,20,4,235691,11,9,4,12,4,4,1,0.0,0.0,40,39, <=50K
29223,43,6,160369,0,6,0,5,4,4,1,0.0,0.0,25,39, <=50K
29224,39,4,206298,15,10,0,1,1,4,0,0.0,0.0,40,39, <=50K
29225,27,4,183523,9,13,4,10,1,4,1,0.0,0.0,45,39, <=50K
29226,17,4,217342,0,6,4,12,3,4,0,0.0,0.0,5,39, <=50K
29227,40,7,141858,14,15,2,10,0,4,1,0.0,0.0,72,39, <=50K
29228,50,4,213296,15,10,2,3,0,4,1,0.0,0.0,48,39, >50K
29229,23,5,201682,9,13,4,1,3,4,0,0.0,0.0,35,39, <=50K
29230,60,4,178312,11,9,2,12,0,4,1,0.07298072980729807,0.0,65,39, >50K
29231,30,4,269723,11,9,4,4,1,4,0,0.0,0.0,40,39, <=50K
29232,24,4,200593,11,9,2,6,0,4,1,0.0,0.0,50,39, <=50K
29233,23,4,32616,9,13,4,1,3,4,0,0.0,0.0,20,39, <=50K
29234,24,4,259510,9,13,2,10,0,4,1,0.05013050130501305,0.0,30,39, <=50K
29235,45,6,271828,9,13,2,3,0,4,1,0.0,0.0,20,39, <=50K
29236,58,5,78104,15,10,2,4,0,4,1,0.07298072980729807,0.0,60,39, >50K
29237,22,4,113703,15,10,4,12,2,4,1,0.0,0.0,20,39, <=50K
29238,41,4,187802,15,10,4,6,1,4,1,0.0,0.0,40,39, <=50K
29239,48,4,440706,5,4,2,7,0,4,1,0.0,0.0,40,39, >50K
29240,31,4,191834,11,9,0,7,2,4,1,0.0,0.0,40,39, <=50K
29241,33,4,149184,14,15,2,10,0,4,1,0.0,0.45385674931129477,50,39, >50K
29242,49,5,315998,9,13,2,4,0,4,1,0.0,0.0,50,39, <=50K
29243,30,4,159589,9,13,2,10,0,4,1,0.07688076880768807,0.0,50,39, >50K
29244,38,4,60313,11,9,4,3,1,4,1,0.0,0.0,40,39, <=50K
29245,58,2,32855,11,9,2,14,0,4,1,0.0,0.0,48,39, <=50K
29246,58,4,142326,9,13,0,10,1,4,0,0.0,0.0,50,39, <=50K
29247,61,6,201965,11,9,2,4,0,4,1,0.0,0.0,40,39, <=50K
29248,58,4,172333,11,9,2,12,0,4,1,0.07688076880768807,0.0,40,39, >50K
29249,32,4,206541,8,11,2,13,0,4,1,0.0,0.0,45,39, >50K
29250,33,6,177828,11,9,0,3,1,4,1,0.0,0.0,50,39, <=50K
29251,28,4,303440,9,13,5,4,1,4,0,0.0,0.0,50,39, >50K
29252,22,4,89991,15,10,4,8,3,4,0,0.0,0.0,11,39, <=50K
29253,35,4,186009,11,9,2,3,0,4,1,0.0,0.0,40,39, >50K
29254,59,4,170988,11,9,2,12,0,4,1,0.0,0.0,55,39, <=50K
29256,50,6,213654,11,9,2,12,0,2,1,0.0,0.0,40,39, <=50K
29257,56,5,32316,2,8,6,4,1,4,0,0.0,0.0,40,39, <=50K
29258,36,6,150371,11,9,4,3,1,4,1,0.0,0.0,40,39, <=50K
29260,28,4,314649,15,10,2,12,0,0,1,0.0,0.0,60,39, <=50K
29261,42,4,240255,8,11,2,10,0,2,1,0.0,0.0,40,39, >50K
29262,60,4,206339,11,9,2,8,0,4,1,0.0,0.0,40,39, <=50K
29263,41,5,230168,15,10,2,12,0,4,1,0.0,0.0,91,39, <=50K
29264,42,4,171424,9,13,2,13,0,4,1,0.07298072980729807,0.0,45,39, >50K
29265,36,4,148581,11,9,2,3,0,4,1,0.0,0.0,55,39, >50K
29266,52,2,89705,12,14,2,10,0,4,1,0.0,0.0,40,39, >50K
29267,42,6,248406,11,9,2,14,0,4,1,0.0,0.0,40,39, <=50K
29268,26,2,72594,15,10,2,11,0,4,1,0.0,0.0,55,39, >50K
29269,31,2,137537,9,13,0,10,4,4,0,0.0,0.0,40,39, <=50K
29270,47,4,225065,4,3,5,12,4,4,0,0.0,0.0,40,26, <=50K
29271,35,4,217274,15,10,2,7,0,4,1,0.0,0.0,50,39, <=50K
29272,19,4,69151,6,5,4,6,3,4,1,0.0,0.0,25,39, <=50K
29273,59,6,81107,15,10,2,12,5,4,0,0.0,0.0,80,39, >50K
29274,38,4,205852,9,13,2,4,0,4,1,0.0,0.0,40,39, >50K
29275,36,4,201117,9,13,2,4,0,4,1,0.0,0.0,50,39, <=50K
29276,35,4,397307,12,14,4,4,1,4,0,0.0,0.0,55,39, <=50K
29277,39,4,115422,11,9,2,5,0,4,1,0.0,0.0,30,39, <=50K
29278,64,4,114994,15,10,5,8,1,4,1,0.0,0.0,40,39, <=50K
29279,17,2,39815,0,6,4,8,3,4,0,0.0,0.0,25,39, <=50K
29280,49,4,151584,15,10,2,8,0,4,1,0.0,0.0,32,39, <=50K
29281,19,4,164938,15,10,4,8,3,4,0,0.0,0.0,25,39, <=50K
29282,36,6,179896,11,9,2,10,5,4,0,0.03137031370313703,0.0,40,39, <=50K
29283,26,4,253841,11,9,4,6,1,4,1,0.0,0.0,45,39, <=50K
29284,27,4,177955,4,3,4,9,2,4,0,0.021760217602176023,0.0,40,8, <=50K
29285,66,4,113323,9,13,2,10,0,4,1,0.20051200512005118,0.0,40,39, >50K
29286,38,4,320305,5,4,2,1,0,4,1,0.0,0.0,40,39, <=50K
29287,25,4,229287,9,13,4,4,2,4,0,0.0,0.0,25,39, <=50K
29288,19,4,100790,11,9,4,10,1,4,0,0.0,0.0,40,39, <=50K
29289,30,4,331419,7,12,4,3,1,4,1,0.04787047870478705,0.0,50,39, >50K
29290,22,4,171419,8,11,4,4,4,1,1,0.0,0.0,40,35, <=50K
29291,60,4,202226,15,10,0,3,3,4,1,0.0,0.0,44,39, >50K
29292,54,4,308087,15,10,2,13,0,4,1,0.0,0.45385674931129477,18,39, >50K
29293,46,4,220124,11,9,5,3,1,4,1,0.0,0.0,37,39, <=50K
29294,33,7,31703,15,10,4,8,3,4,1,0.0,0.0,40,39, <=50K
29295,51,2,153908,12,14,0,4,1,4,0,0.0,0.0,40,39, <=50K
29296,43,4,180599,14,15,2,10,0,4,1,0.15024150241502415,0.0,60,39, >50K
29298,60,5,160062,11,9,2,5,0,4,1,0.0,0.0,25,39, <=50K
29299,39,6,148443,11,9,2,5,0,4,1,0.0,0.0,60,39, <=50K
29300,23,4,91733,9,13,4,13,3,4,0,0.033250332503325035,0.0,40,39, <=50K
29301,39,4,176634,7,12,4,13,1,4,0,0.0,0.0,40,39, <=50K
29302,40,2,74949,15,10,4,4,1,4,1,0.0,0.0,40,39, <=50K
29303,48,4,165484,15,10,2,4,0,4,1,0.0,0.0,65,39, >50K
29304,24,4,44738,11,9,4,6,2,4,1,0.0,0.0,40,39, <=50K
29305,32,4,130040,11,9,0,6,1,4,1,0.0,0.0,40,39, <=50K
29306,31,6,234537,15,10,2,3,0,4,1,0.0,0.0,60,39, <=50K
29307,39,4,179016,11,9,4,7,1,2,1,0.0,0.0,40,39, <=50K
29308,27,4,335421,12,14,4,4,3,4,0,0.0,0.0,40,39, <=50K
29309,45,7,312678,12,14,4,1,1,2,1,0.0,0.0,38,39, <=50K
29311,31,4,198751,9,13,4,3,1,1,1,0.0,0.0,40,40, <=50K
29312,63,4,131519,11,9,0,4,1,4,0,0.0,0.0,40,39, <=50K
29313,45,4,285060,9,13,2,4,0,4,1,0.0,0.0,50,39, >50K
29314,28,7,189765,15,10,5,1,4,4,0,0.0,0.0,50,39, <=50K
29315,23,4,130905,9,13,4,12,3,4,0,0.0,0.0,40,39, <=50K
29316,50,4,146325,11,9,2,3,0,4,1,0.0,0.0,44,39, >50K
29317,33,4,102821,2,8,2,11,0,4,1,0.0,0.0,40,39, <=50K
29319,27,4,388998,9,13,4,12,1,4,1,0.13550135501355012,0.0,46,39, >50K
29320,29,4,82910,15,10,2,14,0,4,1,0.0,0.0,40,39, <=50K
29321,36,4,309122,11,9,0,1,4,4,0,0.0,0.0,35,39, <=50K
29322,60,4,532845,3,2,2,3,0,4,1,0.0,0.0,40,26, >50K
29326,23,4,55215,9,13,4,12,3,4,1,0.0,0.0,55,39, <=50K
29327,38,5,176357,11,9,2,4,0,4,1,0.0,0.0,50,39, <=50K
29328,60,4,185836,14,15,2,4,0,4,1,0.0,0.0,40,39, >50K
29329,20,6,54152,15,10,4,3,1,4,0,0.0,0.0,35,39, <=50K
29330,37,4,212437,15,10,6,7,4,2,0,0.0,0.0,48,39, <=50K
29331,37,4,224566,11,9,4,3,4,4,1,0.0,0.0,40,39, <=50K
29332,58,4,200040,11,9,2,3,0,4,1,0.0,0.0,40,39, <=50K
29333,25,4,41526,9,13,4,3,3,4,1,0.0,0.0,30,2, <=50K
29334,27,4,89598,15,10,4,1,4,4,0,0.0,0.0,60,39, <=50K
29335,33,4,323811,15,10,2,7,0,4,1,0.0,0.0,55,39, <=50K
29336,43,7,30824,15,10,0,1,1,4,0,0.0,0.0,40,39, <=50K
29337,21,1,181096,15,10,4,13,3,2,1,0.0,0.0,20,39, <=50K
29338,45,4,217953,11,9,2,3,0,3,1,0.0,0.0,40,26, <=50K
29339,44,4,222635,4,3,2,7,0,2,1,0.0,0.0,40,39, <=50K
29341,53,4,346871,11,9,0,10,1,4,1,0.04787047870478705,0.0,46,39, >50K
29342,31,4,184889,11,9,4,8,3,2,0,0.0,0.0,20,39, <=50K
29343,18,1,101709,1,7,4,8,3,1,1,0.0,0.0,15,30, <=50K
29344,20,4,125010,11,9,4,8,3,4,0,0.0,0.0,30,39, <=50K
29345,32,4,53135,11,9,4,7,1,4,1,0.0,0.0,40,39, <=50K
29346,48,4,498328,0,6,2,14,0,2,1,0.0,0.0,40,39, <=50K
29347,46,4,604380,11,9,2,8,0,2,1,0.0,0.0,40,39, <=50K
29348,28,4,174327,11,9,2,7,0,4,1,0.0,0.0,50,39, <=50K
29349,27,6,357283,11,9,4,12,1,2,1,0.0,0.0,40,39, <=50K
29350,18,1,280728,15,10,4,12,3,4,0,0.0,0.0,32,39, <=50K
29351,69,6,185039,11,9,2,4,0,4,1,0.09386093860938609,0.0,12,39, >50K
29352,50,5,251240,12,14,2,12,0,4,1,0.0,0.0,40,39, >50K
29353,43,4,143046,11,9,2,7,5,4,0,0.0,0.0,40,12, <=50K
29354,32,4,210541,9,13,0,12,4,4,0,0.0,0.0,30,39, <=50K
29355,43,4,172364,11,9,5,4,1,4,0,0.0,0.0,48,39, <=50K
29356,52,6,138611,11,9,2,12,0,4,1,0.07688076880768807,0.0,55,39, >50K
29358,35,4,139647,15,10,0,4,1,4,0,0.0,0.0,40,39, >50K
29361,46,4,164427,11,9,0,1,3,4,0,0.0,0.0,45,39, <=50K
29362,58,4,205235,11,9,2,14,0,4,1,0.0,0.0,60,39, >50K
29363,46,5,192779,14,15,2,10,0,4,1,0.15024150241502415,0.0,60,39, >50K
29364,40,4,163434,11,9,4,3,1,4,1,0.0,0.0,50,39, <=50K
29365,25,4,264055,9,13,4,1,3,4,1,0.0,0.0,40,39, <=50K
29366,22,4,336215,7,12,4,1,1,4,0,0.0,0.0,25,39, <=50K
29367,33,1,78307,9,13,2,10,0,4,1,0.0,0.0,40,39, <=50K
29368,49,1,233059,8,11,2,3,0,4,1,0.0,0.0,40,39, <=50K
29369,62,4,91433,0,6,0,10,4,4,0,0.0,0.0,40,39, <=50K
29370,56,2,157525,15,10,0,11,1,2,1,0.0,0.0,48,39, <=50K
29371,24,4,86065,11,9,4,14,4,4,0,0.0,0.0,40,26, <=50K
29372,42,4,22831,11,9,4,8,1,4,0,0.0,0.0,40,39, <=50K
29373,41,4,180181,12,14,0,4,4,4,0,0.0,0.0,40,39, <=50K
29374,23,4,212617,9,13,4,8,1,4,1,0.0,0.0,66,7, <=50K
29376,35,4,336793,9,13,4,1,2,4,1,0.0,0.0,40,39, <=50K
29378,22,4,283969,11,9,4,7,3,4,1,0.0,0.0,40,26, <=50K
29379,32,6,35595,11,9,2,3,0,4,1,0.0,0.0,50,39, <=50K
29380,25,4,410240,11,9,4,3,3,4,1,0.0,0.0,40,39, <=50K
29381,66,4,178120,4,3,0,9,1,2,0,0.0,0.0,15,39, <=50K
29382,26,7,294400,11,9,2,11,0,4,1,0.0,0.0,38,39, <=50K
29383,46,4,65353,15,10,0,14,3,4,1,0.033250332503325035,0.0,55,39, <=50K
29384,55,4,189719,9,13,2,4,0,4,1,0.0,0.0,45,39, >50K
29385,24,4,23438,11,9,2,3,0,4,1,0.0,0.0,40,39, <=50K
29386,25,4,178037,11,9,4,12,4,4,1,0.0,0.0,40,39, <=50K
29387,22,4,109815,15,10,4,1,1,4,0,0.0,0.0,40,39, <=50K
29388,31,4,197860,11,9,4,8,1,4,1,0.0,0.0,40,39, <=50K
29389,30,4,271933,11,9,0,1,1,4,0,0.0,0.0,40,39, <=50K
29390,54,4,141663,11,9,4,8,1,4,1,0.0,0.0,15,39, <=50K
29392,56,4,92215,6,5,0,3,1,4,0,0.0,0.0,40,39, >50K
29393,47,4,93449,11,9,2,3,0,1,1,0.0,0.0,60,24, <=50K
29394,29,4,235393,11,9,2,3,0,2,1,0.0,0.0,40,39, <=50K
29395,53,4,151864,11,9,2,3,0,4,1,0.0,0.0,40,39, <=50K
29396,22,4,189277,11,9,4,7,4,2,0,0.0,0.0,40,39, <=50K
29398,42,4,344572,11,9,0,4,1,4,0,0.0,0.0,40,39, >50K
29399,21,4,265356,15,10,4,12,2,4,1,0.0,0.0,40,39, <=50K
29400,36,5,166880,11,9,4,8,1,4,0,0.0,0.0,70,39, <=50K
29402,69,4,213249,8,11,6,12,1,4,0,0.0,0.0,25,39, <=50K
29403,31,4,112627,11,9,2,14,0,0,1,0.0,0.0,40,39, <=50K
29404,48,4,125120,15,10,0,1,4,4,0,0.0,0.0,55,39, <=50K
29405,23,4,60409,11,9,4,4,1,4,0,0.0,0.0,40,39, <=50K
29406,24,4,243190,7,12,5,3,4,1,1,0.08614086140861409,0.0,40,39, >50K
29407,47,4,583755,11,9,2,1,0,2,1,0.0,0.0,40,39, >50K
29408,36,4,68089,11,9,4,7,4,0,0,0.0,0.0,40,39, <=50K
29409,39,4,306646,7,12,2,4,0,4,1,0.0,0.0,50,39, >50K
29410,22,4,186573,11,9,4,14,1,4,0,0.0,0.0,46,39, <=50K
29411,27,4,279580,9,13,4,12,1,4,1,0.1052010520105201,0.0,45,39, >50K
29412,36,4,437909,11,9,2,7,0,4,1,0.0,0.0,40,39, <=50K
29413,54,4,420691,3,2,2,8,0,4,1,0.0,0.0,40,26, <=50K
29414,33,1,94193,11,9,0,1,4,4,0,0.0,0.0,40,39, <=50K
29415,42,4,154076,11,9,2,10,0,4,1,0.07688076880768807,0.0,50,39, >50K
29416,52,4,145879,15,10,2,12,0,4,1,0.0,0.0,65,39, <=50K
29417,23,4,208946,9,13,4,12,3,4,1,0.0,0.0,32,39, <=50K
29418,33,4,231826,3,2,2,6,0,4,1,0.0,0.0,40,26, <=50K
29419,30,4,178587,8,11,0,1,1,4,0,0.0,0.0,38,39, <=50K
29420,35,4,213208,8,11,2,13,0,2,1,0.0,0.0,38,23, <=50K
29422,27,4,153869,11,9,4,6,3,4,1,0.0,0.0,37,39, <=50K
29423,24,4,88676,11,9,4,8,3,4,1,0.0,0.0,35,39, <=50K
29424,44,2,151089,11,9,2,7,0,4,1,0.0,0.0,40,39, <=50K
29425,62,4,138621,8,11,5,9,1,2,0,0.0,0.0,20,39, <=50K
29426,45,4,30457,9,13,2,4,0,4,1,0.15024150241502415,0.0,40,39, >50K
29427,75,6,213349,11,9,2,5,0,4,1,0.0,0.0,20,39, <=50K
29428,47,4,192776,9,13,2,10,0,4,1,0.0,0.0,50,39, <=50K
29429,64,4,192884,14,15,2,4,0,4,1,0.0,0.0,60,39, <=50K
29430,54,4,103024,11,9,0,13,1,4,1,0.0,0.0,42,39, >50K
29431,41,1,510072,9,13,2,4,0,4,1,0.0,0.0,40,39, >50K
29432,33,4,178615,7,12,2,3,0,4,1,0.0,0.0,40,39, <=50K
29433,20,4,249956,15,10,4,1,3,4,0,0.0,0.0,10,39, <=50K
29434,51,4,177705,9,13,0,12,1,4,1,0.0,0.0,50,39, >50K
29435,45,5,121124,14,15,4,3,1,4,1,0.0,0.0,50,39, >50K
29437,43,4,557349,0,6,2,14,0,4,1,0.0,0.0,40,41, <=50K
29438,30,4,89735,11,9,4,3,3,4,1,0.0,0.34527089072543615,40,39, <=50K
29439,32,4,222548,11,9,0,1,3,4,0,0.0,0.0,40,39, <=50K
29441,61,4,316359,15,10,0,12,1,4,0,0.0,0.0,40,39, <=50K
29442,21,4,200089,3,2,2,8,2,4,1,0.0,0.0,40,9, <=50K
