,age,fnlwgt,education_num,marital_status,occupation,relationship,race,sex,capital_gain,capital_loss,hours_per_week,native_country,workclass_1,workclass_2,workclass_4,workclass_5,workclass_6,workclass_7,workclass_8,education_0,education_1,education_2,education_3,education_4,education_5,education_6,education_7,education_8,education_9,education_10,education_11,education_12,education_13,education_14,education_15,label
6039,55,103654,9,6,8,1,4,0,0.0,0.0,20,39,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0, <=50K
6051,56,131608,9,0,7,1,4,1,0.0,0.0,10,39,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0, <=50K
6059,35,163582,6,0,8,4,4,0,0.0,0.0,16,39,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0, <=50K
6129,63,88653,10,2,8,0,4,1,0.0,0.0,40,39,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1, <=50K
6131,22,291547,3,2,7,5,3,0,0.0,0.0,40,26,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0, <=50K
6176,27,269354,13,2,10,0,4,1,0.0,0.0,25,39,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0, <=50K
6178,60,153072,9,2,1,0,4,1,0.0,0.0,5,39,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0, <=50K
6186,43,163215,13,2,10,5,4,0,0.0,0.0,35,39,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0, >50K
6231,66,31362,10,2,8,0,4,1,0.0,0.0,20,39,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1, <=50K
6242,27,195681,10,4,8,1,4,0,0.0,0.0,48,39,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1, <=50K
6284,41,149385,9,4,7,1,4,0,0.0,0.0,30,39,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0, <=50K
6285,19,169324,10,4,6,3,4,1,0.0,0.0,10,39,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1, <=50K
6314,31,86143,9,2,1,0,1,1,0.0,0.0,40,39,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0, <=50K
6319,38,189404,9,3,3,1,4,1,0.0,0.0,35,39,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0, <=50K
6342,70,293076,10,2,12,0,4,1,0.0,0.0,30,39,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1, <=50K
6351,19,263224,7,4,12,4,4,0,0.0,0.0,30,39,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0, <=50K
6360,42,132633,9,4,8,1,4,0,0.0,0.0,40,39,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0, <=50K
6364,33,164707,12,4,4,4,4,0,0.021740217402174022,0.0,55,39,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0, <=50K
6376,30,179112,13,4,10,3,2,1,0.0,0.0,40,39,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0, <=50K
6395,24,215115,13,4,1,3,4,0,0.0,0.0,40,39,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0, <=50K
6407,54,95329,10,0,12,3,4,1,0.0,0.0,50,39,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1, <=50K
6432,38,104094,10,2,5,0,4,1,0.0,0.0,15,39,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1, <=50K
6448,20,298155,10,4,12,3,2,0,0.0,0.0,40,39,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1, <=50K
6510,66,168071,9,2,3,0,4,1,0.0,0.0,30,39,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0, <=50K
6521,28,201844,9,5,1,4,4,0,0.0,0.0,40,39,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0, <=50K
6533,35,188069,14,4,1,1,4,1,0.13550135501355012,0.0,55,39,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0, >50K
6536,34,157289,9,2,3,0,4,1,0.0,0.0,40,39,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0, <=50K
6542,17,454614,7,4,12,3,4,0,0.0,0.0,8,39,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0, <=50K
6549,30,203834,13,4,4,1,1,0,0.0,0.0,50,14,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0, <=50K
6558,21,170038,10,4,9,3,4,0,0.0,0.0,40,39,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1, <=50K
6564,21,161930,9,4,12,3,2,0,0.0,0.34527089072543615,30,39,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0, <=50K
6591,33,234542,11,4,1,3,4,0,0.0,0.0,40,39,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0, <=50K
6640,18,128538,10,4,8,3,4,0,0.0,0.0,6,39,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1, <=50K
6646,37,223732,10,5,4,4,4,1,0.0,0.0,40,39,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1, <=50K
6663,18,387641,10,4,1,3,4,1,0.0,0.0,40,39,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1, <=50K
6676,25,310864,13,4,10,1,2,1,0.0,0.0,40,39,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0, <=50K
6679,63,198559,9,2,10,0,4,1,0.0,0.0,16,39,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0, <=50K
6733,21,152328,10,4,8,3,4,1,0.0,0.0,20,39,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1, <=50K
6734,33,177824,9,5,1,4,4,0,0.0,0.0,40,39,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0, <=50K
6737,42,50018,9,2,3,0,4,1,0.0,0.0,40,39,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0, <=50K
6753,61,198542,13,0,10,1,4,0,0.0,0.0,40,39,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0, <=50K
6766,71,205011,10,2,14,0,4,1,0.0,0.0,10,39,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1, <=50K
6798,64,207321,10,2,4,0,4,1,0.0,0.0,20,39,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1, <=50K
6834,60,112821,10,2,5,0,4,1,0.0,0.0,35,39,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1, >50K
6844,37,325538,14,2,10,0,4,1,0.0,0.0,40,39,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0, >50K
6860,18,202516,9,4,12,3,4,0,0.0,0.0,35,39,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0, <=50K
6862,51,69328,11,2,3,0,4,1,0.0,0.0,50,39,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0, >50K
6877,19,371827,9,4,6,3,4,1,0.0,0.0,40,39,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0, <=50K
6896,59,93655,10,2,3,0,4,1,0.0,0.0,40,39,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1, <=50K
6914,67,407618,5,0,12,1,4,0,0.02050020500205002,0.0,40,39,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0, <=50K
6935,60,191118,9,2,7,0,4,1,0.0,0.42424242424242425,40,39,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0, >50K
6948,60,124487,10,0,1,1,4,0,0.0,0.0,40,39,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1, >50K
6993,20,111252,10,4,12,3,4,0,0.0,0.0,30,39,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1, <=50K
6995,20,168863,10,4,12,3,4,0,0.0,0.0,20,39,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1, <=50K
7011,23,113700,13,4,10,3,4,1,0.0,0.0,50,39,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0, <=50K
7027,64,143716,14,2,10,0,4,1,0.0,0.0,2,39,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0, <=50K
7045,35,343403,16,2,10,5,4,0,0.0,0.0,20,39,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0, <=50K
7049,22,182771,11,4,1,3,1,1,0.0,0.0,20,39,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0, <=50K
7072,32,245482,9,2,7,0,1,1,0.0,0.0,40,35,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0, <=50K
7075,28,291374,9,5,8,4,2,0,0.0,0.0,30,39,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0, <=50K
7080,18,74054,7,4,8,3,3,0,0.0,0.0,20,39,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0, <=50K
7096,46,170850,13,0,12,1,4,1,0.0,0.36501377410468316,40,39,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0, <=50K
7100,57,208311,13,2,4,0,4,1,0.0,0.0,80,39,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0, >50K
7102,18,201299,10,4,8,3,4,0,0.0,0.0,40,39,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1, <=50K
7106,36,176458,9,0,8,4,4,0,0.0,0.0,28,39,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0, <=50K
7136,25,219987,12,2,1,0,4,1,0.0,0.0,13,39,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0, <=50K
7149,22,179973,11,4,6,3,4,1,0.0,0.0,40,39,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0, <=50K
7153,20,197496,10,4,1,3,4,1,0.0,0.0,30,39,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1, <=50K
7164,20,201766,10,4,8,3,4,0,0.0,0.0,35,39,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1, <=50K
7166,39,487486,9,6,14,4,4,1,0.0,0.0,40,39,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0, <=50K
7167,68,484298,7,2,4,0,4,1,0.0,0.0,30,39,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0, <=50K
7173,64,140237,1,2,8,0,4,1,0.0,0.0,40,39,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0, <=50K
7176,44,195124,9,2,4,0,4,1,0.0,0.0,60,39,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0, <=50K
7193,65,221881,7,2,14,0,4,1,0.0,0.0,40,39,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0, <=50K
7253,48,166929,13,2,4,0,4,1,0.0,0.0,45,39,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0, >50K
7284,40,163215,13,4,1,1,4,0,0.0,0.0,40,39,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0, <=50K
7291,25,122745,9,4,3,3,4,1,0.0,0.3677685950413223,40,39,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0, <=50K
7301,66,376028,9,2,1,5,4,0,0.0,0.0,20,39,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0, <=50K
7322,28,194087,10,4,12,2,4,0,0.0,0.0,40,39,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1, <=50K
7327,53,104501,16,2,10,0,4,1,0.0,0.0,40,39,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0, >50K
7340,20,308924,10,4,14,3,4,1,0.0,0.0,25,39,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1, <=50K
7345,20,285295,10,4,1,1,1,0,0.0,0.0,40,40,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1, <=50K
7352,18,192399,10,4,5,3,4,1,0.0,0.0,60,39,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1, <=50K
7398,60,216690,10,2,14,0,4,1,0.0,0.0,40,39,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1, <=50K
7437,18,80564,9,4,8,3,4,1,0.0,0.0,60,39,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0, <=50K
7457,22,195532,9,4,1,3,4,0,0.0,0.0,40,39,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0, <=50K
7463,68,170182,10,4,8,4,2,0,0.0,0.0,40,39,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1, <=50K
7472,21,138575,9,4,5,2,4,1,0.0,0.0,60,39,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0, <=50K
7475,38,193026,9,4,3,4,4,1,0.0,0.3232323232323232,40,39,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0, <=50K
7510,62,225657,9,2,6,0,4,1,0.0,0.0,24,39,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0, <=50K
7554,34,133861,9,2,3,0,4,1,0.0,0.0,25,39,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0, <=50K
7559,64,205479,13,2,4,0,4,1,0.0,0.0,50,39,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0, >50K
7560,19,47713,10,4,4,3,4,0,0.0,0.0,40,39,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1, <=50K
7576,40,180362,13,4,1,3,4,0,0.0,0.0,40,39,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0, <=50K
7579,41,277390,13,2,12,5,4,0,0.0,0.0,30,39,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0, >50K
7584,19,204441,9,4,8,2,2,1,0.0,0.0,20,39,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0, <=50K
7611,22,32732,10,4,5,3,4,1,0.0,0.0,50,39,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1, <=50K
7615,46,233555,9,0,1,4,2,0,0.0,0.0,40,39,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0, <=50K
7634,62,221558,14,5,10,4,4,0,0.0,0.0,24,39,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0, <=50K
7663,17,659273,7,4,8,3,2,0,0.0,0.0,40,39,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0, <=50K
7683,24,112683,9,4,8,1,4,0,0.0,0.0,32,39,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0, <=50K
7688,30,178255,13,2,4,0,4,1,0.0,0.0,70,39,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0, <=50K
7724,48,185291,13,2,3,0,4,1,0.0,0.0,6,39,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0, <=50K
7740,30,186420,13,4,7,1,4,0,0.0,0.0,40,39,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0, <=50K
7746,54,196975,9,0,3,2,4,1,0.0,0.0,45,39,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0, <=50K
7750,23,72953,9,4,3,1,4,1,0.0,0.0,40,39,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0, <=50K
7763,53,64322,4,5,6,1,4,1,0.0,0.0,40,39,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0, <=50K
7773,25,218948,4,4,9,1,4,0,0.0,0.0,32,8,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0, <=50K
7784,24,377725,13,4,10,1,4,0,0.0,0.0,40,39,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0, <=50K
7787,20,149478,10,4,1,2,4,0,0.0,0.0,25,39,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1, <=50K
7815,33,190027,9,4,8,4,2,0,0.0,0.0,20,39,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0, <=50K
7826,55,208640,9,2,8,0,4,1,0.0,0.0,30,39,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0, >50K
7839,33,202498,4,5,3,1,4,1,0.0,0.0,40,39,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0, <=50K
7850,57,140426,2,3,5,1,4,1,0.0,0.0,35,39,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0, <=50K
7861,41,169628,9,2,10,5,2,0,0.0,0.0,40,39,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0, <=50K
7862,29,125159,10,4,1,1,2,1,0.0,0.0,36,39,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1, <=50K
7872,81,162882,9,0,1,1,4,0,0.0,0.0,35,39,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0, <=50K
7876,44,468706,9,2,6,0,2,1,0.0,0.0,40,39,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0, <=50K
7900,40,428584,9,2,8,5,2,0,0.034640346403464035,0.0,20,39,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0, <=50K
7902,35,359131,13,2,10,5,4,0,0.07298072980729807,0.0,8,39,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0, >50K
7905,62,73091,4,6,5,1,2,1,0.0,0.0,40,39,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0, <=50K
7942,51,76437,10,0,4,4,4,0,0.0,0.0,40,39,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1, <=50K
7963,19,26620,10,4,1,3,4,0,0.0,0.0,40,39,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1, <=50K
7964,23,361481,6,2,6,0,4,1,0.0,0.0,40,39,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0, <=50K
7971,30,104965,5,4,8,1,4,0,0.0,0.0,30,39,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0, <=50K
7977,67,157403,15,2,10,0,4,1,0.06418064180641807,0.0,10,39,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0, >50K
7990,27,210867,4,4,5,3,4,1,0.0,0.0,50,39,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0, <=50K
7999,20,53738,10,4,8,3,4,1,0.0,0.0,60,39,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1, <=50K
8002,66,213149,10,2,1,0,4,1,0.0,0.41896235078053257,40,39,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1, >50K
8007,44,174147,10,2,14,0,4,1,0.0,0.0,40,39,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1, <=50K
8022,32,123971,7,0,3,1,4,0,0.0,0.0,49,39,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0, <=50K
8042,22,219233,9,4,8,3,2,1,0.0,0.3677685950413223,30,39,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0, <=50K
8053,29,189282,9,2,8,1,4,0,0.0,0.0,27,39,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0, <=50K
8057,36,216256,9,2,10,0,4,1,0.034640346403464035,0.0,30,39,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0, <=50K
8069,57,300104,3,2,4,0,4,1,0.07298072980729807,0.0,84,39,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0, >50K
8085,67,81761,9,0,8,3,4,1,0.0,0.0,20,39,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0, <=50K
8088,54,148657,1,2,7,5,4,0,0.0,0.0,40,39,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0, <=50K
8096,52,248113,1,3,1,2,4,1,0.0,0.0,40,39,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0, <=50K
8098,18,215463,8,4,8,3,4,0,0.0,0.0,25,39,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0, <=50K
8100,25,35829,10,0,1,4,4,0,0.0,0.0,50,39,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1, <=50K
8134,18,175648,7,4,6,3,4,1,0.0,0.0,40,39,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0, <=50K
8145,41,207685,9,2,3,0,4,1,0.0,0.0,45,39,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0, <=50K
8147,24,196388,12,4,1,1,4,1,0.0,0.0,12,39,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0, <=50K
8160,29,144259,13,2,3,0,2,1,0.04386043860438604,0.0,80,39,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0, >50K
8168,20,388811,10,4,8,3,4,0,0.0,0.0,40,39,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1, <=50K
8189,23,234970,10,4,1,3,2,0,0.0,0.0,40,39,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1, <=50K
8193,34,353881,11,2,12,0,4,1,0.03103031030310303,0.0,60,39,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0, >50K
8207,56,208415,9,0,6,1,2,1,0.0,0.0,40,39,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0, <=50K
8222,28,190303,12,4,10,2,4,1,0.0,0.0,40,39,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0, <=50K
8225,36,343721,16,4,10,1,4,1,0.0,0.0,30,39,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0, >50K
8241,20,194096,10,4,6,3,4,0,0.0,0.0,40,39,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1, <=50K
8282,43,143582,3,2,7,5,1,0,0.0,0.4887511478420569,72,26,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0, <=50K
8297,24,41356,10,4,10,1,4,0,0.0,0.0,40,39,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1, <=50K
8322,20,124954,10,4,1,3,4,1,0.0,0.0,30,39,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1, <=50K
8356,37,130620,8,2,8,5,1,0,0.0,0.0,33,1,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0, <=50K
8364,43,142030,9,0,1,4,4,0,0.0,0.0,40,39,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0, <=50K
8365,34,241360,9,2,4,0,4,1,0.0,0.0,40,39,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0, <=50K
8387,34,55921,9,2,7,0,4,1,0.0,0.0,40,39,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0, <=50K
8429,18,256191,9,4,12,3,2,0,0.0,0.0,25,39,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0, <=50K
8446,78,27979,9,2,5,0,4,1,0.022280222802228022,0.0,32,39,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0, <=50K
8447,67,244122,11,6,1,1,4,0,0.0,0.0,1,39,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0, <=50K
8472,75,173064,13,2,4,0,4,1,0.0,0.0,6,39,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0, <=50K
8477,24,178255,10,2,1,5,4,0,0.0,0.0,40,39,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1, <=50K
8499,66,107744,10,2,10,0,4,1,0.0,0.0,40,39,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1, <=50K
8532,20,210029,10,4,1,3,4,0,0.0,0.0,40,39,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1, <=50K
